Time,Date,EMG Value (V),Filtered Value (V)
05:16:51,05-Aug-2021,0.601,0.592
05:16:51,05-Aug-2021,0.601,0.592
05:16:51,05-Aug-2021,0.601,0.592
05:16:51,05-Aug-2021,0.601,0.592
05:16:51,05-Aug-2021,0.601,0.591
05:16:51,05-Aug-2021,0.601,0.591
05:16:51,05-Aug-2021,0.611,0.591
05:16:51,05-Aug-2021,0.611,0.591
05:16:51,05-Aug-2021,0.611,0.591
05:16:51,05-Aug-2021,0.611,0.591
05:16:51,05-Aug-2021,0.611,0.591
05:16:51,05-Aug-2021,0.616,0.59
05:16:51,05-Aug-2021,0.616,0.59
05:16:51,05-Aug-2021,0.616,0.59
05:16:51,05-Aug-2021,0.616,0.59
05:16:51,05-Aug-2021,0.616,0.59
05:16:51,05-Aug-2021,0.616,0.59
05:16:51,05-Aug-2021,0.616,0.589
05:16:51,05-Aug-2021,0.616,0.589
05:16:51,05-Aug-2021,0.616,0.589
05:16:51,05-Aug-2021,0.616,0.589
05:16:51,05-Aug-2021,0.601,0.589
05:16:51,05-Aug-2021,0.601,0.588
05:16:51,05-Aug-2021,0.601,0.588
05:16:51,05-Aug-2021,0.601,0.588
05:16:51,05-Aug-2021,0.601,0.588
05:16:51,05-Aug-2021,0.601,0.587
05:16:51,05-Aug-2021,0.5865,0.587
05:16:51,05-Aug-2021,0.5865,0.587
05:16:51,05-Aug-2021,0.5865,0.587
05:16:51,05-Aug-2021,0.5865,0.587
05:16:51,05-Aug-2021,0.5865,0.586
05:16:51,05-Aug-2021,0.5865,0.586
05:16:51,05-Aug-2021,0.5525,0.586
05:16:51,05-Aug-2021,0.5525,0.586
05:16:51,05-Aug-2021,0.5525,0.585
05:16:51,05-Aug-2021,0.5525,0.585
05:16:51,05-Aug-2021,0.5525,0.585
05:16:51,05-Aug-2021,0.5569999999999999,0.585
05:16:51,05-Aug-2021,0.5569999999999999,0.585
05:16:51,05-Aug-2021,0.5569999999999999,0.584
05:16:51,05-Aug-2021,0.5569999999999999,0.584
05:16:51,05-Aug-2021,0.5569999999999999,0.584
05:16:51,05-Aug-2021,0.5569999999999999,0.584
05:16:51,05-Aug-2021,0.5720000000000001,0.584
05:16:51,05-Aug-2021,0.5720000000000001,0.583
05:16:51,05-Aug-2021,0.5720000000000001,0.583
05:16:51,05-Aug-2021,0.5720000000000001,0.583
05:16:51,05-Aug-2021,0.5720000000000001,0.583
05:16:51,05-Aug-2021,0.5720000000000001,0.583
05:16:51,05-Aug-2021,0.5765,0.583
05:16:51,05-Aug-2021,0.5765,0.582
05:16:51,05-Aug-2021,0.5765,0.582
05:16:51,05-Aug-2021,0.5765,0.582
05:16:51,05-Aug-2021,0.5765,0.582
