Time,Date,EMG Value (V),Filtered Value (V)
12:06:39,26-Aug-2021,0.08800000000000001,0.097
12:06:39,26-Aug-2021,0.0585,0.094
12:06:39,26-Aug-2021,0.0585,0.092
12:06:39,26-Aug-2021,0.0585,0.09
12:06:39,26-Aug-2021,0.044000000000000004,0.088
12:06:39,26-Aug-2021,0.044000000000000004,0.087
12:06:39,26-Aug-2021,0.033999999999999996,0.086
12:06:39,26-Aug-2021,0.033999999999999996,0.084
12:06:39,26-Aug-2021,0.033999999999999996,0.084
12:06:39,26-Aug-2021,0.0245,0.083
12:06:39,26-Aug-2021,0.0245,0.082
12:06:39,26-Aug-2021,0.0195,0.082
12:06:39,26-Aug-2021,0.0195,0.082
12:06:39,26-Aug-2021,0.0195,0.082
12:06:39,26-Aug-2021,0.0195,0.082
12:06:39,26-Aug-2021,0.0195,0.082
12:06:39,26-Aug-2021,0.01,0.083
12:06:39,26-Aug-2021,0.01,0.083
12:06:39,26-Aug-2021,0.01,0.083
12:06:39,26-Aug-2021,0.1905,0.084
12:06:39,26-Aug-2021,0.1415,0.084
12:06:39,26-Aug-2021,0.1415,0.084
12:06:39,26-Aug-2021,0.1415,0.084
12:06:39,26-Aug-2021,0.259,0.084
12:06:39,26-Aug-2021,0.1905,0.084
12:06:39,26-Aug-2021,0.1905,0.083
12:06:39,26-Aug-2021,0.1415,0.082
12:06:39,26-Aug-2021,0.1415,0.082
12:06:39,26-Aug-2021,0.1415,0.08
12:06:39,26-Aug-2021,0.098,0.079
12:06:39,26-Aug-2021,0.098,0.077
12:06:39,26-Aug-2021,0.098,0.076
12:06:39,26-Aug-2021,0.098,0.073
12:06:39,26-Aug-2021,0.0735,0.071
12:06:39,26-Aug-2021,0.0735,0.069
12:06:39,26-Aug-2021,0.049,0.066
12:06:39,26-Aug-2021,0.049,0.063
12:06:39,26-Aug-2021,0.049,0.06
12:06:39,26-Aug-2021,0.039,0.057
12:06:39,26-Aug-2021,0.039,0.054
12:06:39,26-Aug-2021,0.0245,0.051
12:06:39,26-Aug-2021,0.0245,0.048
12:06:39,26-Aug-2021,0.0245,0.044
12:06:39,26-Aug-2021,0.0245,0.041
12:06:39,26-Aug-2021,0.014499999999999999,0.038
12:06:39,26-Aug-2021,0.014499999999999999,0.034
12:06:39,26-Aug-2021,0.014499999999999999,0.031
12:06:39,26-Aug-2021,0.014499999999999999,0.028
12:06:40,26-Aug-2021,0.014499999999999999,0.025
12:06:40,26-Aug-2021,0.014499999999999999,0.022
12:06:40,26-Aug-2021,0.014499999999999999,0.019
12:06:40,26-Aug-2021,0.014499999999999999,0.016
12:06:40,26-Aug-2021,0.01,0.014
12:06:40,26-Aug-2021,0.01,0.012
12:06:40,26-Aug-2021,0.01,0.01
12:06:40,26-Aug-2021,0.01,0.008
12:06:40,26-Aug-2021,0.01,0.006
12:06:40,26-Aug-2021,0.01,0.005
12:06:40,26-Aug-2021,0.01,0.004
12:06:40,26-Aug-2021,0.01,0.003
12:06:40,26-Aug-2021,0.005,0.002
12:06:40,26-Aug-2021,0.005,0.002
12:06:40,26-Aug-2021,0.005,0.002
12:06:40,26-Aug-2021,0.005,0.002
12:06:40,26-Aug-2021,0.005,0.003
12:06:40,26-Aug-2021,0.005,0.003
12:06:40,26-Aug-2021,0.005,0.004
12:06:40,26-Aug-2021,0.005,0.006
12:06:40,26-Aug-2021,0.005,0.007
12:06:40,26-Aug-2021,0.005,0.009
12:06:40,26-Aug-2021,0.005,0.011
12:06:40,26-Aug-2021,0.0,0.014
12:06:40,26-Aug-2021,0.0,0.016
12:06:40,26-Aug-2021,0.0,0.019
12:06:40,26-Aug-2021,0.0,0.022
12:06:40,26-Aug-2021,0.0,0.025
12:06:40,26-Aug-2021,0.0,0.029
12:06:40,26-Aug-2021,0.005,0.032
12:06:40,26-Aug-2021,0.005,0.036
12:06:40,26-Aug-2021,0.005,0.04
12:06:40,26-Aug-2021,0.005,0.044
12:06:40,26-Aug-2021,0.005,0.048
12:06:40,26-Aug-2021,0.005,0.051
12:06:40,26-Aug-2021,0.01,0.055
12:06:40,26-Aug-2021,0.01,0.059
12:06:40,26-Aug-2021,0.0195,0.063
12:06:40,26-Aug-2021,0.0195,0.067
12:06:40,26-Aug-2021,0.0195,0.07
12:06:40,26-Aug-2021,0.1515,0.073
12:06:40,26-Aug-2021,0.1515,0.077
12:06:40,26-Aug-2021,0.1515,0.079
12:06:40,26-Aug-2021,0.1515,0.082
12:06:40,26-Aug-2021,0.27849999999999997,0.085
12:06:40,26-Aug-2021,0.2055,0.087
12:06:40,26-Aug-2021,0.2055,0.089
12:06:40,26-Aug-2021,0.2055,0.09
12:06:40,26-Aug-2021,0.1465,0.092
12:06:40,26-Aug-2021,0.1465,0.093
12:06:40,26-Aug-2021,0.1465,0.094
12:06:40,26-Aug-2021,0.10749999999999998,0.095
12:06:40,26-Aug-2021,0.10749999999999998,0.095
12:06:40,26-Aug-2021,0.10749999999999998,0.096
12:06:40,26-Aug-2021,0.10749999999999998,0.096
12:06:40,26-Aug-2021,0.078,0.096
12:06:40,26-Aug-2021,0.0585,0.096
12:06:40,26-Aug-2021,0.0585,0.096
12:06:40,26-Aug-2021,0.0585,0.096
12:06:40,26-Aug-2021,0.0585,0.096
12:06:40,26-Aug-2021,0.044000000000000004,0.096
12:06:40,26-Aug-2021,0.044000000000000004,0.096
12:06:40,26-Aug-2021,0.033999999999999996,0.096
12:06:40,26-Aug-2021,0.033999999999999996,0.096
12:06:40,26-Aug-2021,0.033999999999999996,0.096
12:06:40,26-Aug-2021,0.0295,0.097
12:06:40,26-Aug-2021,0.0295,0.097
12:06:40,26-Aug-2021,0.0295,0.098
