Time,Date,EMG Value (V),Filtered Value (V)
15:10:23,09-Aug-2021,1.3980000000000001,1.394
15:10:23,09-Aug-2021,1.3980000000000001,1.393
15:10:23,09-Aug-2021,1.3980000000000001,1.393
15:10:23,09-Aug-2021,1.3980000000000001,1.392
15:10:23,09-Aug-2021,1.3980000000000001,1.392
15:10:23,09-Aug-2021,1.3980000000000001,1.391
15:10:23,09-Aug-2021,1.3980000000000001,1.39
15:10:23,09-Aug-2021,1.3980000000000001,1.39
15:10:23,09-Aug-2021,1.3980000000000001,1.389
15:10:23,09-Aug-2021,1.383,1.388
15:10:23,09-Aug-2021,1.383,1.388
15:10:23,09-Aug-2021,1.383,1.387
15:10:23,09-Aug-2021,1.383,1.386
15:10:23,09-Aug-2021,1.383,1.386
15:10:23,09-Aug-2021,1.383,1.385
15:10:23,09-Aug-2021,1.383,1.384
15:10:23,09-Aug-2021,1.3980000000000001,1.384
15:10:23,09-Aug-2021,1.3980000000000001,1.383
15:10:23,09-Aug-2021,1.3980000000000001,1.383
15:10:23,09-Aug-2021,1.3980000000000001,1.382
15:10:23,09-Aug-2021,1.3980000000000001,1.382
15:10:23,09-Aug-2021,1.3980000000000001,1.381
15:10:23,09-Aug-2021,1.3980000000000001,1.38
15:10:23,09-Aug-2021,1.3980000000000001,1.38
15:10:23,09-Aug-2021,1.3980000000000001,1.379
15:10:23,09-Aug-2021,1.3980000000000001,1.379
15:10:23,09-Aug-2021,1.3980000000000001,1.379
15:10:23,09-Aug-2021,1.3980000000000001,1.378
15:10:23,09-Aug-2021,1.3980000000000001,1.378
15:10:23,09-Aug-2021,1.3980000000000001,1.377
15:10:23,09-Aug-2021,1.3980000000000001,1.377
15:10:23,09-Aug-2021,1.3980000000000001,1.377
15:10:23,09-Aug-2021,1.3980000000000001,1.376
15:10:23,09-Aug-2021,1.3685,1.376
15:10:23,09-Aug-2021,1.3685,1.376
15:10:23,09-Aug-2021,1.3685,1.375
15:10:23,09-Aug-2021,1.3685,1.375
15:10:23,09-Aug-2021,1.3685,1.375
15:10:23,09-Aug-2021,1.3685,1.375
15:10:23,09-Aug-2021,1.3685,1.375
15:10:23,09-Aug-2021,1.3685,1.375
15:10:23,09-Aug-2021,1.3685,1.375
15:10:23,09-Aug-2021,1.3685,1.375
15:10:23,09-Aug-2021,1.3439999999999999,1.375
15:10:23,09-Aug-2021,1.3439999999999999,1.375
15:10:23,09-Aug-2021,1.3439999999999999,1.375
15:10:23,09-Aug-2021,1.3439999999999999,1.375
15:10:23,09-Aug-2021,1.3439999999999999,1.375
15:10:23,09-Aug-2021,1.3439999999999999,1.375
15:10:23,09-Aug-2021,1.3439999999999999,1.375
15:10:23,09-Aug-2021,1.3439999999999999,1.376
15:10:23,09-Aug-2021,1.3439999999999999,1.376
15:10:23,09-Aug-2021,1.3439999999999999,1.376
15:10:23,09-Aug-2021,1.349,1.377
15:10:23,09-Aug-2021,1.349,1.377
15:10:23,09-Aug-2021,1.349,1.377
15:10:23,09-Aug-2021,1.349,1.378
15:10:23,09-Aug-2021,1.349,1.378
15:10:23,09-Aug-2021,1.349,1.379
15:10:23,09-Aug-2021,1.349,1.379
