Time,Date,EMG Value (V),Filtered Value (V)
15:05:12,09-Aug-2021,1.4025,1.388
15:05:12,09-Aug-2021,1.4025,1.387
15:05:12,09-Aug-2021,1.4025,1.387
15:05:12,09-Aug-2021,1.4124999999999999,1.386
15:05:12,09-Aug-2021,1.4124999999999999,1.386
15:05:12,09-Aug-2021,1.4124999999999999,1.386
15:05:12,09-Aug-2021,1.4124999999999999,1.385
15:05:12,09-Aug-2021,1.4224999999999999,1.385
15:05:12,09-Aug-2021,1.4224999999999999,1.384
15:05:12,09-Aug-2021,1.4224999999999999,1.384
15:05:12,09-Aug-2021,1.4224999999999999,1.383
15:05:12,09-Aug-2021,1.4224999999999999,1.383
15:05:12,09-Aug-2021,1.4224999999999999,1.382
15:05:12,09-Aug-2021,1.4224999999999999,1.382
15:05:12,09-Aug-2021,1.4224999999999999,1.381
15:05:12,09-Aug-2021,1.393,1.381
15:05:12,09-Aug-2021,1.393,1.38
15:05:12,09-Aug-2021,1.393,1.379
15:05:12,09-Aug-2021,1.393,1.379
15:05:12,09-Aug-2021,1.393,1.378
15:05:12,09-Aug-2021,1.393,1.378
15:05:12,09-Aug-2021,1.393,1.377
15:05:12,09-Aug-2021,1.3735,1.376
15:05:12,09-Aug-2021,1.3735,1.376
15:05:12,09-Aug-2021,1.3735,1.375
15:05:12,09-Aug-2021,1.3735,1.374
15:05:12,09-Aug-2021,1.3735,1.373
15:05:12,09-Aug-2021,1.3735,1.373
15:05:12,09-Aug-2021,1.3735,1.372
15:05:12,09-Aug-2021,1.3735,1.371
15:05:12,09-Aug-2021,1.3735,1.37
15:05:12,09-Aug-2021,1.3735,1.37
15:05:12,09-Aug-2021,1.3539999999999999,1.369
15:05:12,09-Aug-2021,1.3539999999999999,1.368
15:05:12,09-Aug-2021,1.3539999999999999,1.367
15:05:12,09-Aug-2021,1.3539999999999999,1.367
15:05:12,09-Aug-2021,1.3539999999999999,1.366
15:05:12,09-Aug-2021,1.3539999999999999,1.365
15:05:12,09-Aug-2021,1.3539999999999999,1.365
15:05:12,09-Aug-2021,1.3539999999999999,1.364
15:05:12,09-Aug-2021,1.3539999999999999,1.363
15:05:12,09-Aug-2021,1.3539999999999999,1.362
15:05:12,09-Aug-2021,1.3539999999999999,1.362
15:05:12,09-Aug-2021,1.3539999999999999,1.361
15:05:12,09-Aug-2021,1.3539999999999999,1.36
15:05:12,09-Aug-2021,1.3539999999999999,1.36
15:05:12,09-Aug-2021,1.3539999999999999,1.359
15:05:12,09-Aug-2021,1.3539999999999999,1.358
15:05:12,09-Aug-2021,1.3539999999999999,1.358
15:05:12,09-Aug-2021,1.3539999999999999,1.357
15:05:12,09-Aug-2021,1.349,1.356
15:05:12,09-Aug-2021,1.349,1.356
15:05:12,09-Aug-2021,1.349,1.355
15:05:12,09-Aug-2021,1.349,1.355
15:05:12,09-Aug-2021,1.349,1.354
15:05:12,09-Aug-2021,1.349,1.354
15:05:12,09-Aug-2021,1.349,1.353
15:05:12,09-Aug-2021,1.3539999999999999,1.353
15:05:12,09-Aug-2021,1.3539999999999999,1.352
15:05:12,09-Aug-2021,1.3539999999999999,1.352
15:05:12,09-Aug-2021,1.3539999999999999,1.351
15:05:12,09-Aug-2021,1.3539999999999999,1.351
15:05:12,09-Aug-2021,1.3539999999999999,1.351
15:05:12,09-Aug-2021,1.3539999999999999,1.35
15:05:12,09-Aug-2021,1.3539999999999999,1.35
15:05:12,09-Aug-2021,1.3635,1.35
15:05:12,09-Aug-2021,1.3635,1.35
15:05:12,09-Aug-2021,1.3635,1.349
15:05:12,09-Aug-2021,1.3635,1.349
15:05:12,09-Aug-2021,1.3635,1.349
15:05:12,09-Aug-2021,1.349,1.349
15:05:12,09-Aug-2021,1.349,1.349
15:05:12,09-Aug-2021,1.349,1.349
15:05:12,09-Aug-2021,1.349,1.349
15:05:12,09-Aug-2021,1.349,1.349
15:05:12,09-Aug-2021,1.349,1.349
15:05:12,09-Aug-2021,1.349,1.349
15:05:12,09-Aug-2021,1.349,1.349
15:05:12,09-Aug-2021,1.349,1.349
15:05:12,09-Aug-2021,1.349,1.349
15:05:12,09-Aug-2021,1.349,1.35
15:05:12,09-Aug-2021,1.349,1.35
15:05:12,09-Aug-2021,1.349,1.35
15:05:12,09-Aug-2021,1.3245,1.35
15:05:12,09-Aug-2021,1.3245,1.351
15:05:12,09-Aug-2021,1.3245,1.351
15:05:12,09-Aug-2021,1.3245,1.352
15:05:12,09-Aug-2021,1.3245,1.352
15:05:12,09-Aug-2021,1.3245,1.353
15:05:12,09-Aug-2021,1.3245,1.353
15:05:12,09-Aug-2021,1.3245,1.354
